Type,Region,Price,Distance_from_CBD,Rooms,Bathroom,Car_Spot,Schooling_Facilities
0,7,520000.0,25.4,3,2.0,2.0,119.0
0,7,428000.0,25.4,3,2.0,2.0,119.0
0,7,710000.0,25.4,7,3.5,3.0,119.0
0,7,580000.0,25.4,3,1.0,1.0,119.0
0,3,356000.0,25.4,4,1.0,1.0,119.0
1,4,825000.0,20.0,3,3.0,2.0,185.0
0,4,1180000.0,20.0,5,2.0,3.0,185.0
0,4,1200000.0,20.0,5,2.0,0.0,185.0
2,4,706000.0,20.0,2,2.0,0.0,185.0
0,2,485000.0,25.4,3,2.0,1.0,239.0
0,2,487500.0,25.4,3,2.0,2.0,239.0
0,2,550000.0,25.4,4,2.0,2.0,239.0
0,2,640000.0,25.4,3,2.0,2.0,239.0
0,2,660000.0,17.9,3,2.0,1.0,239.0
0,2,667500.0,17.9,3,2.0,4.0,239.0
0,2,720000.0,17.9,4,2.0,1.0,239.0
0,2,665000.0,17.9,4,2.0,3.0,239.0
0,0,910000.0,17.2,4,2.0,0.0,202.0
2,0,880888.0,10.2,3,2.0,0.0,202.0
0,0,900000.0,16.2,4,2.0,2.0,202.0
2,0,690000.0,16.2,2,2.0,0.0,202.0
0,0,790000.0,16.2,3,1.0,2.0,202.0
2,6,340000.0,6.2,2,1.0,0.0,229.0
0,6,1280000.0,6.2,3,1.0,1.0,229.0
2,6,690000.0,6.2,2,1.0,0.0,229.0
0,5,1261000.0,14.3,3,1.0,1.0,191.0
0,5,1300000.0,14.3,4,2.0,4.0,191.0
0,1,715000.0,25.4,3,1.0,1.0,119.0
0,1,760000.0,25.4,3,1.0,3.0,119.0
2,4,549000.0,21.5,2,2.0,0.0,185.0
0,0,1400000.0,14.2,3,1.0,1.0,202.0
0,0,1470000.0,14.2,4,2.0,0.0,202.0
0,0,1510000.0,14.2,4,2.0,2.0,202.0
0,0,1300000.0,14.2,5,3.0,2.0,202.0
0,4,896000.0,18.8,3,2.0,2.0,185.0
0,4,1004000.0,18.8,4,2.0,2.0,185.0
0,4,1375000.0,18.8,4,2.0,2.0,185.0
0,5,1420000.0,10.1,3,1.0,1.0,191.0
0,5,1450000.0,10.1,3,2.0,2.0,191.0
2,5,505000.0,10.1,2,2.0,0.0,191.0
0,5,1450000.0,10.1,3,1.0,1.0,191.0
0,6,1230000.0,6.2,4,2.0,2.0,229.0
0,6,950000.0,6.2,3,1.0,1.0,229.0
0,6,860000.0,6.2,3,2.0,2.0,229.0
0,6,845000.0,10.4,3,2.0,1.0,229.0
2,6,775000.0,10.4,2,1.0,0.0,229.0
2,4,466000.0,22.7,2,2.0,0.0,185.0
0,4,753000.0,22.7,3,1.0,1.0,185.0
0,2,1600000.0,5.3,4,2.0,1.0,239.0
0,2,892500.0,5.3,3,2.0,0.0,239.0
0,2,1200000.0,5.3,3,2.0,1.0,239.0
2,2,600000.0,5.3,2,1.0,0.0,239.0
2,2,610000.0,5.3,2,1.0,0.0,239.0
0,2,1850000.0,5.3,4,2.0,1.0,239.0
0,0,1950000.0,15.4,5,3.0,4.0,202.0
2,0,521500.0,15.4,2,2.0,0.0,202.0
0,2,1050000.0,11.2,2,1.0,1.0,239.0
0,2,930000.0,11.2,3,1.0,2.0,239.0
0,2,1050000.0,11.2,4,2.0,4.0,239.0
0,2,1390000.0,11.2,5,3.5,4.0,239.0
0,5,997000.0,12.3,3,2.0,2.0,191.0
0,4,840000.0,15.5,2,2.0,0.0,185.0
0,4,915000.0,15.5,3,1.0,1.0,185.0
0,4,1175000.0,15.5,4,2.0,2.0,185.0
0,4,1070000.0,15.5,2,2.0,2.0,185.0
2,5,630000.0,11.4,2,2.0,0.0,191.0
2,4,720000.0,21.5,3,2.0,0.0,185.0
2,4,460000.0,21.5,1,1.0,1.0,185.0
2,4,737000.0,21.5,2,2.0,0.0,185.0
0,2,1350000.0,1.8,3,2.0,3.0,239.0
1,2,900000.0,8.5,4,1.0,0.0,239.0
0,2,905000.0,8.5,3,2.0,3.0,239.0
1,2,790000.0,8.5,3,1.0,0.0,239.0
0,2,960000.0,8.5,3,1.0,0.0,239.0
1,2,810000.0,8.5,3,1.0,0.0,239.0
0,6,640000.0,14.7,3,2.0,2.0,229.0
0,6,647000.0,14.7,3,2.0,2.0,229.0
0,6,552000.0,14.7,3,1.0,1.0,229.0
0,6,615000.0,14.7,4,2.0,2.0,229.0
0,6,673000.0,14.7,3,2.0,2.0,229.0
0,5,1642000.0,3.5,3,2.0,0.0,191.0
0,5,1670000.0,3.5,4,2.0,1.0,191.0
2,5,1300000.0,3.5,3,2.0,0.0,191.0
0,5,1000000.0,4.6,2,1.0,0.0,191.0
0,5,1250000.0,4.6,2,2.0,0.0,191.0
0,2,1180000.0,8.4,3,2.0,2.0,239.0
0,2,950000.0,8.4,3,1.0,1.0,239.0
1,2,710000.0,8.4,2,1.0,1.0,239.0
0,2,1050000.0,8.4,4,1.0,4.0,239.0
0,2,980000.0,12.0,3,2.0,3.0,239.0
0,2,570000.0,12.0,3,2.0,1.0,239.0
1,2,590000.0,12.0,3,1.0,0.0,239.0
1,2,695000.0,12.0,3,2.0,2.0,239.0
0,2,1055000.0,12.0,3,1.0,3.0,239.0
2,2,395000.0,12.0,2,1.0,0.0,239.0
0,2,950000.0,12.0,3,1.0,1.0,239.0
0,2,690000.0,12.0,3,1.0,1.0,239.0
0,2,821000.0,12.0,3,1.0,2.0,239.0
2,2,825000.0,12.0,3,1.0,0.0,239.0
0,2,1076000.0,12.0,3,1.0,3.0,239.0
0,2,850000.0,12.0,3,1.0,1.0,239.0
0,2,1215000.0,2.4,3,2.0,1.0,239.0
2,2,283000.0,2.4,1,1.0,0.0,239.0
0,2,1320000.0,2.4,3,1.0,0.0,239.0
1,2,1300000.0,2.4,3,1.0,0.0,239.0
2,2,341000.0,2.4,1,1.0,0.0,239.0
1,2,1265000.0,2.4,3,1.0,0.0,239.0
0,2,1400000.0,2.4,3,2.0,0.0,239.0
0,0,965800.0,19.9,4,2.0,3.0,202.0
2,0,792000.0,19.9,3,2.0,0.0,202.0
1,0,890000.0,21.3,3,2.0,2.0,202.0
0,0,900000.0,21.3,3,1.0,0.0,202.0
2,5,440000.0,7.2,2,2.0,0.0,191.0
0,2,570000.0,20.6,3,2.0,1.0,239.0
0,2,610000.0,20.6,4,2.0,2.0,239.0
0,2,577500.0,20.6,4,3.0,2.0,239.0
0,5,1650000.0,15.2,4,2.0,2.0,191.0
2,5,696000.0,15.2,2,2.0,0.0,191.0
0,5,1750000.0,15.2,4,2.0,2.0,191.0
0,6,759000.0,15.5,4,2.0,2.0,229.0
0,4,912000.0,25.4,4,2.0,5.0,185.0
0,6,835000.0,11.0,3,1.0,1.0,229.0
0,6,768000.0,5.1,2,1.0,0.0,229.0
2,5,845000.0,1.9,2,2.0,0.0,191.0
0,5,1220000.0,1.9,2,1.0,0.0,191.0
2,5,530000.0,1.9,1,2.0,0.0,191.0
2,5,610000.0,1.9,2,2.0,0.0,191.0
0,2,520000.0,20.5,3,1.0,4.0,239.0
0,2,652000.0,20.5,4,2.0,2.0,239.0
1,2,451000.0,20.5,2,1.0,1.0,239.0
0,2,550000.0,20.5,2,1.0,2.0,239.0
2,5,539000.0,2.7,1,2.0,0.0,191.0
0,5,1640000.0,2.7,3,1.0,1.0,191.0
0,5,770000.0,2.7,2,1.0,0.0,191.0
2,5,550000.0,2.7,2,2.0,0.0,191.0
1,5,1560000.0,2.7,3,2.0,2.0,191.0
2,5,550000.0,0.7,2,2.0,0.0,191.0
0,6,1200000.0,6.2,4,2.0,2.0,229.0
0,6,1200000.0,6.2,4,2.0,1.0,229.0
0,4,815000.0,20.8,3,1.0,1.0,185.0
0,4,740000.0,20.8,2,1.0,1.0,185.0
2,4,630000.0,22.2,4,2.0,0.0,185.0
0,6,695000.0,14.0,3,1.0,4.0,229.0
0,6,680000.0,14.0,3,2.0,2.0,229.0
2,6,598000.0,14.0,3,1.0,0.0,229.0
1,6,473000.0,14.0,2,1.0,0.0,229.0
0,6,870000.0,14.0,3,1.0,2.0,229.0
0,6,590000.0,14.0,3,1.0,1.0,229.0
2,5,515000.0,5.0,2,2.0,0.0,191.0
2,5,915000.0,5.0,2,2.0,0.0,191.0
0,5,2102000.0,5.0,3,2.0,1.0,191.0
0,6,1640000.0,8.2,3,3.0,3.0,229.0
0,6,480000.0,25.4,3,1.0,1.0,229.0
0,6,840000.0,25.4,4,2.0,5.0,229.0
0,6,436000.0,25.4,3,1.0,0.0,229.0
0,6,780000.0,25.4,3,2.0,2.0,229.0
0,6,720000.0,10.5,6,3.0,5.0,229.0
0,6,748000.0,10.5,3,1.0,4.0,229.0
0,6,910500.0,10.5,4,2.0,2.0,229.0
0,6,740000.0,10.5,3,1.0,2.0,229.0
0,6,800000.0,10.5,3,1.0,0.0,229.0
0,5,2290000.0,10.2,5,2.0,2.0,191.0
0,6,461000.0,18.4,3,2.0,2.0,229.0
0,6,620000.0,18.4,4,1.0,0.0,229.0
0,6,652000.0,18.4,4,2.0,2.0,229.0
2,6,351500.0,18.4,2,1.0,0.0,229.0
0,6,675000.0,18.0,4,2.0,2.0,229.0
0,6,682000.0,15.5,3,2.0,2.0,229.0
0,6,652000.0,15.5,4,2.0,2.0,229.0
0,6,691000.0,15.5,5,2.0,2.0,229.0
1,0,985000.0,15.5,3,2.0,0.0,202.0
0,0,1500000.0,12.4,3,1.0,2.0,202.0
1,0,940000.0,12.4,4,2.0,0.0,202.0
0,0,1506000.0,12.4,5,3.0,3.0,202.0
0,2,665000.0,15.3,3,1.0,2.0,239.0
0,2,1720000.0,7.0,3,1.0,5.0,239.0
0,2,1180000.0,7.0,3,1.0,1.0,239.0
0,2,1260000.0,7.0,2,1.0,2.0,239.0
0,2,830000.0,7.0,2,1.0,1.0,239.0
2,2,290000.0,7.0,1,1.0,0.0,239.0
1,2,820000.0,7.0,2,1.0,0.0,239.0
0,5,2290000.0,4.1,3,2.0,0.0,191.0
0,6,700000.0,12.9,3,2.0,2.0,229.0
0,0,1600000.0,17.2,4,3.5,5.0,202.0
0,0,1600000.0,17.2,3,3.5,5.0,202.0
0,0,1320000.0,17.2,4,2.0,2.0,202.0
0,0,1150000.0,8.9,4,2.0,2.0,202.0
0,0,1250000.0,14.7,5,2.0,2.0,202.0
0,0,1005000.0,14.7,3,1.0,1.0,202.0
0,0,1050000.0,14.7,3,2.0,2.0,202.0
0,0,940000.0,14.7,3,2.0,3.0,202.0
0,4,651000.0,21.5,3,2.0,2.0,185.0
0,2,1063000.0,14.5,4,2.0,1.0,239.0
1,2,847000.0,14.5,3,1.0,0.0,239.0
0,2,765000.0,14.5,3,1.0,2.0,239.0
0,6,457000.0,14.7,3,2.0,2.0,229.0
0,6,490500.0,14.7,4,2.0,2.0,229.0
0,6,630000.0,14.7,3,1.0,2.0,229.0
0,6,545000.0,14.7,3,1.0,2.0,229.0
0,6,280000.0,14.7,2,1.0,0.0,229.0
0,6,547000.0,14.7,2,1.0,1.0,229.0
1,6,770000.0,6.4,3,1.0,0.0,229.0
0,6,735000.0,6.4,3,1.0,1.0,229.0
0,6,988000.0,6.4,3,1.0,1.0,229.0
2,6,250000.0,6.4,1,1.0,0.0,229.0
1,2,950000.0,3.1,3,1.0,0.0,239.0
0,2,760000.0,16.5,4,2.0,2.0,239.0
0,2,547500.0,16.5,3,1.0,1.0,239.0
0,2,755000.0,16.5,4,2.0,2.0,239.0
0,4,1078500.0,16.7,3,2.0,2.0,185.0
0,4,1014000.0,16.7,4,2.0,2.0,185.0
0,4,975000.0,16.7,4,2.0,2.0,185.0
0,4,1150000.0,16.7,4,2.0,2.0,185.0
0,6,850000.0,17.6,4,2.0,2.0,229.0
0,6,1800000.0,6.8,3,1.0,2.0,229.0
0,6,1050000.0,6.8,3,2.0,2.0,229.0
0,6,1350000.0,6.8,3,2.0,0.0,229.0
0,2,580000.0,25.4,3,2.0,2.0,239.0
0,2,642000.0,25.4,4,2.0,2.0,239.0
0,2,490000.0,25.4,3,2.0,1.0,239.0
0,2,880000.0,25.4,4,2.0,2.0,239.0
0,6,625500.0,25.4,4,1.0,0.0,229.0
0,2,990000.0,12.7,5,3.0,2.0,239.0
0,2,781000.0,12.7,3,2.0,1.0,239.0
0,6,910000.0,6.3,3,1.0,2.0,229.0
0,6,802000.0,6.3,2,1.0,0.0,229.0
0,6,1040000.0,6.3,3,1.0,0.0,229.0
2,6,312000.0,6.3,1,1.0,0.0,229.0
0,6,850000.0,6.3,4,2.0,2.0,229.0
1,6,691000.0,6.3,3,1.0,0.0,229.0
0,2,980000.0,3.0,3,1.0,0.0,239.0
0,6,1700000.0,7.5,4,2.0,2.0,229.0
0,6,1825000.0,7.5,5,2.0,2.0,229.0
2,6,530000.0,10.4,2,1.0,0.0,229.0
0,6,860000.0,10.4,3,1.0,1.0,229.0
0,6,495000.0,10.4,2,1.0,0.0,229.0
0,6,807000.0,10.4,3,1.0,2.0,229.0
0,5,1610000.0,3.0,2,1.0,0.0,191.0
0,5,1550000.0,3.0,2,2.0,0.0,191.0
0,6,1010000.0,11.0,3,1.0,5.0,229.0
0,6,1060000.0,11.0,3,1.0,3.0,229.0
1,6,541500.0,15.5,3,2.0,1.0,229.0
0,6,820000.0,15.5,4,2.0,5.0,229.0
2,6,465000.0,9.4,2,1.0,0.0,229.0
0,6,1205000.0,9.4,4,2.0,4.0,229.0
1,5,1440000.0,6.3,3,2.0,0.0,191.0
0,5,1210000.0,6.3,2,2.0,0.0,191.0
2,6,601000.0,4.3,2,1.0,0.0,229.0
0,6,1325000.0,4.3,5,3.0,2.0,229.0
0,6,1690000.0,4.3,4,2.0,2.0,229.0
0,6,965000.0,4.3,3,1.0,0.0,229.0
0,6,1750000.0,4.3,3,2.0,1.0,229.0
0,6,1050000.0,4.3,3,2.0,1.0,229.0
1,6,680000.0,4.3,2,1.0,0.0,229.0
0,5,1825000.0,10.2,3,1.0,2.0,191.0
0,6,881000.0,9.5,3,1.0,2.0,229.0
0,6,950000.0,9.5,4,2.0,2.0,229.0
0,6,1068000.0,9.5,4,2.0,1.0,229.0
2,5,387000.0,6.4,1,2.0,0.0,191.0
1,5,990000.0,6.4,2,2.0,0.0,191.0
2,5,780000.0,7.9,2,2.0,0.0,191.0
0,5,2290000.0,7.9,4,3.0,2.0,191.0
0,5,2290000.0,7.9,2,1.0,1.0,191.0
0,5,2010000.0,7.9,3,1.0,0.0,191.0
2,5,800000.0,7.9,2,2.0,0.0,191.0
1,5,1675000.0,7.9,3,2.0,0.0,191.0
1,5,1010000.0,9.7,3,2.0,0.0,191.0
1,5,1320000.0,9.7,3,2.0,0.0,191.0
0,5,1930000.0,9.7,4,2.0,4.0,191.0
0,5,2290000.0,9.7,5,3.5,4.0,191.0
0,5,1800000.0,9.7,4,1.0,2.0,191.0
0,5,1720000.0,9.7,4,2.0,2.0,191.0
0,5,1950000.0,9.7,3,1.0,1.0,191.0
0,5,2290000.0,9.7,3,2.0,2.0,191.0
0,5,2290000.0,9.7,4,3.0,3.0,191.0
0,5,2275000.0,9.7,4,2.0,2.0,191.0
0,0,875000.0,23.2,5,2.0,2.0,202.0
0,0,800000.0,23.2,4,2.0,2.0,202.0
2,5,677000.0,17.3,2,2.0,0.0,191.0
1,5,1500000.0,17.3,4,2.0,4.0,191.0
1,5,925000.0,17.3,2,1.0,4.0,191.0
1,5,1817500.0,17.3,3,2.0,2.0,191.0
0,5,1950000.0,17.3,5,2.0,2.0,191.0
0,5,2225000.0,17.3,4,3.0,3.0,191.0
1,5,1190000.0,11.4,3,2.0,0.0,191.0
1,5,1220000.0,11.4,3,2.0,2.0,191.0
0,5,1395000.0,11.4,3,2.0,3.0,191.0
1,5,1370000.0,11.4,4,3.0,3.0,191.0
0,5,875000.0,13.8,3,2.0,0.0,191.0
1,5,1250000.0,13.8,4,3.0,2.0,191.0
0,5,890000.0,13.8,2,2.0,0.0,191.0
2,5,700000.0,13.8,2,2.0,0.0,191.0
0,5,1260000.0,13.8,5,2.0,2.0,191.0
1,5,1400000.0,13.8,4,2.0,0.0,191.0
1,5,1300000.0,13.8,4,2.0,2.0,191.0
1,5,1085000.0,13.8,3,2.0,1.0,191.0
0,5,1640000.0,13.8,4,2.0,2.0,191.0
1,5,850000.0,13.8,3,2.0,2.0,191.0
0,5,1305000.0,13.8,3,1.0,3.0,191.0
0,1,630000.0,25.4,3,2.0,0.0,119.0
0,1,560000.0,25.4,3,2.0,2.0,119.0
0,5,790000.0,17.3,2,1.0,1.0,191.0
0,0,1300500.0,13.4,3,2.0,0.0,202.0
1,0,800000.0,13.4,3,2.0,0.0,202.0
0,0,1065000.0,13.4,4,2.0,2.0,202.0
2,4,772000.0,25.4,3,2.0,0.0,185.0
0,4,750000.0,25.4,4,2.0,2.0,185.0
0,0,1635000.0,10.9,4,2.0,1.0,202.0
1,0,820000.0,10.9,2,2.0,0.0,202.0
1,6,760000.0,8.6,4,1.0,0.0,229.0
2,5,621000.0,10.5,2,2.0,0.0,191.0
2,5,650000.0,10.5,2,2.0,0.0,191.0
1,5,1085000.0,10.5,3,2.0,0.0,191.0
0,5,2290000.0,10.5,5,2.0,2.0,191.0
1,5,1060000.0,10.5,3,2.0,0.0,191.0
0,5,2290000.0,10.5,5,3.0,4.0,191.0
1,5,2290000.0,10.5,2,2.0,0.0,191.0
1,5,2290000.0,10.3,4,3.5,4.0,191.0
1,5,950000.0,10.3,3,2.0,2.0,191.0
0,5,2290000.0,10.3,4,3.0,2.0,191.0
1,5,2100000.0,10.3,3,3.0,2.0,191.0
0,5,2290000.0,10.3,6,3.5,4.0,191.0
0,5,2290000.0,10.3,4,3.0,4.0,191.0
0,5,1330000.0,10.3,2,2.0,2.0,191.0
0,5,2290000.0,10.3,6,3.0,2.0,191.0
1,2,575000.0,14.0,4,1.0,0.0,239.0
2,2,320000.0,14.0,2,1.0,0.0,239.0
1,6,682500.0,6.4,3,1.0,0.0,229.0
1,6,640000.0,6.4,3,1.0,0.0,229.0
0,6,860000.0,6.4,3,1.0,1.0,229.0
0,2,1360000.0,5.2,4,1.0,2.0,239.0
0,2,1470000.0,5.2,4,2.0,1.0,239.0
0,2,1475000.0,4.0,5,3.5,2.0,239.0
0,2,1895000.0,4.0,4,3.0,2.0,239.0
2,2,690000.0,5.2,3,1.0,0.0,239.0
2,2,420500.0,5.2,2,1.0,1.0,239.0
2,2,395000.0,5.2,2,1.0,0.0,239.0
2,2,420000.0,5.2,2,1.0,0.0,239.0
0,2,1050000.0,5.2,3,1.0,0.0,239.0
0,2,1336500.0,5.2,4,1.0,3.0,239.0
1,2,730000.0,5.2,4,1.0,0.0,239.0
0,6,665000.0,22.9,3,1.0,5.0,229.0
0,0,1748000.0,10.8,5,3.0,2.0,202.0
0,0,1225000.0,10.8,4,2.0,3.0,202.0
0,3,1430000.0,25.4,6,3.5,5.0,119.0
0,2,880000.0,12.1,3,2.0,2.0,239.0
0,2,800000.0,12.1,3,2.0,1.0,239.0
0,2,820500.0,12.1,3,2.0,2.0,239.0
0,2,855000.0,12.1,4,2.0,2.0,239.0
0,2,910000.0,12.1,3,2.0,4.0,239.0
0,2,853000.0,12.1,3,2.0,4.0,239.0
0,2,800888.0,12.1,4,1.0,0.0,239.0
2,2,380000.0,12.1,2,1.0,0.0,239.0
0,2,1300000.0,12.1,4,2.0,2.0,239.0
2,2,556000.0,2.4,2,1.0,0.0,239.0
0,5,1200000.0,10.4,3,1.0,2.0,191.0
0,5,1300000.0,10.4,3,1.0,3.0,191.0
0,0,970000.0,14.7,3,2.0,2.0,202.0
2,5,902500.0,7.7,3,2.0,0.0,191.0
0,5,1950000.0,7.7,4,3.0,2.0,191.0
0,5,2230000.0,7.7,5,2.0,3.0,191.0
1,5,1890000.0,7.7,4,3.0,2.0,191.0
0,2,668000.0,16.6,3,1.0,2.0,239.0
0,5,1820000.0,8.4,4,2.0,0.0,191.0
0,5,2290000.0,8.4,5,3.0,3.0,191.0
0,5,2290000.0,8.4,5,3.5,3.0,191.0
1,5,1260000.0,10.1,3,2.0,2.0,191.0
0,4,980000.0,25.4,4,1.0,3.0,185.0
0,4,560000.0,25.4,3,2.0,1.0,185.0
2,5,630000.0,7.8,2,2.0,0.0,191.0
2,5,550000.0,7.8,2,2.0,0.0,191.0
0,5,2290000.0,7.8,4,2.0,3.0,191.0
2,5,285000.0,7.8,1,2.0,0.0,191.0
2,5,420000.0,7.8,1,2.0,0.0,191.0
2,5,590250.0,7.8,2,2.0,0.0,191.0
2,5,756000.0,7.8,3,2.0,0.0,191.0
2,5,520000.0,11.7,2,2.0,0.0,191.0
0,5,1150000.0,11.7,4,1.0,1.0,191.0
0,4,501000.0,25.4,2,1.0,1.0,185.0
1,4,946000.0,25.4,4,2.0,0.0,185.0
2,4,535000.0,25.4,2,2.0,0.0,185.0
0,5,1495000.0,17.9,5,2.0,3.0,191.0
0,5,1205000.0,17.9,4,2.0,2.0,191.0
0,5,1100000.0,17.9,4,2.0,1.0,191.0
0,1,715000.0,25.4,3,2.0,0.0,119.0
2,4,661000.0,17.5,3,2.0,0.0,185.0
0,4,1163000.0,16.7,4,1.0,3.0,185.0
0,4,881000.0,17.5,3,1.0,2.0,185.0
0,2,942500.0,3.6,3,3.0,1.0,239.0
0,2,1600000.0,3.6,3,2.0,1.0,239.0
0,2,1380000.0,6.7,4,2.0,2.0,239.0
0,2,970000.0,6.7,3,1.0,2.0,239.0
0,2,1631000.0,6.7,3,1.0,0.0,239.0
0,2,770000.0,6.7,3,1.0,0.0,239.0
0,2,975000.0,6.7,2,1.0,1.0,239.0
0,2,1151000.0,6.7,3,1.0,2.0,239.0
0,2,935000.0,6.7,3,1.0,1.0,239.0
0,2,870000.0,6.7,2,1.0,1.0,239.0
1,2,735000.0,6.7,3,2.0,2.0,239.0
0,1,630000.0,25.4,3,2.0,5.0,119.0
0,2,1460000.0,2.0,3,2.0,1.0,239.0
0,2,600000.0,20.6,3,2.0,2.0,239.0
0,2,468000.0,20.6,3,2.0,1.0,239.0
0,2,616000.0,20.6,4,2.0,2.0,239.0
0,2,583000.0,20.6,4,2.0,2.0,239.0
0,2,580000.0,20.6,4,2.0,2.0,239.0
0,2,513000.0,20.6,3,1.0,0.0,239.0
0,2,600000.0,20.6,4,2.0,2.0,239.0
1,2,470000.0,20.6,3,2.0,1.0,239.0
0,2,585000.0,20.6,4,1.0,2.0,239.0
0,2,660000.0,20.6,4,2.0,2.0,239.0
0,2,665000.0,20.6,4,1.0,0.0,239.0
0,2,615000.0,20.6,3,1.0,3.0,239.0
0,2,945000.0,2.4,2,1.0,1.0,239.0
0,0,965000.0,23.0,5,2.0,2.0,202.0
0,0,995000.0,23.0,3,1.0,1.0,202.0
0,0,900000.0,23.0,5,3.0,2.0,202.0
0,0,1320000.0,23.0,4,2.0,0.0,202.0
0,0,1040000.0,23.0,4,2.0,2.0,202.0
0,0,870000.0,23.0,4,2.0,2.0,202.0
0,0,850000.0,23.0,3,1.0,1.0,202.0
0,2,452000.0,14.0,3,1.0,1.0,239.0
0,2,446000.0,14.0,3,1.0,1.0,239.0
0,2,475000.0,14.0,3,1.0,1.0,239.0
0,2,505500.0,14.0,3,1.0,1.0,239.0
2,4,393000.0,24.7,2,2.0,0.0,185.0
0,4,687000.0,24.7,3,2.0,4.0,185.0
0,4,723000.0,24.7,4,3.0,2.0,185.0
0,5,2250000.0,7.9,3,2.0,2.0,191.0
0,6,680000.0,14.8,3,1.0,4.0,229.0
0,3,827000.0,21.8,3,2.0,2.0,119.0
0,4,1050000.0,22.2,5,2.0,2.0,185.0
0,4,1105000.0,22.2,5,3.0,2.0,185.0
0,0,1325000.0,12.4,4,2.0,2.0,202.0
2,0,780000.0,14.3,3,2.0,0.0,202.0
0,0,865000.0,14.3,3,2.0,0.0,202.0
0,0,1927000.0,14.3,4,2.0,2.0,202.0
0,0,1325000.0,14.3,3,1.0,1.0,202.0
0,0,905000.0,14.3,3,2.0,2.0,202.0
0,0,1440000.0,16.1,5,2.0,2.0,202.0
0,3,570000.0,25.4,4,2.0,2.0,119.0
0,4,600000.0,25.4,3,1.0,1.0,185.0
0,0,1288000.0,8.9,3,2.0,0.0,202.0
0,4,670000.0,25.4,3,2.0,0.0,185.0
0,4,1000000.0,25.4,3,2.0,2.0,185.0
0,0,777500.0,18.0,3,2.0,0.0,202.0
2,5,425000.0,7.2,2,2.0,0.0,191.0
0,5,2290000.0,7.2,5,3.0,2.0,191.0
2,5,942000.0,7.2,3,2.0,0.0,191.0
2,5,655000.0,7.2,2,2.0,0.0,191.0
2,6,475000.0,7.5,2,1.0,0.0,229.0
1,6,820000.0,7.5,3,1.0,0.0,229.0
2,6,322000.0,7.5,1,1.0,0.0,229.0
1,6,880000.0,7.5,3,2.0,2.0,229.0
0,6,1110000.0,7.5,3,1.0,2.0,229.0
0,6,1560000.0,7.5,5,3.0,5.0,229.0
1,6,1100000.0,7.5,3,1.0,0.0,229.0
0,6,2290000.0,7.5,4,2.0,3.0,229.0
0,6,1420000.0,7.5,4,2.0,2.0,229.0
0,6,2290000.0,7.5,4,3.0,2.0,229.0
2,6,440000.0,7.5,2,1.0,0.0,229.0
0,6,2290000.0,7.5,6,3.0,5.0,229.0
0,6,1275000.0,7.5,3,1.0,1.0,229.0
0,6,1540000.0,8.2,4,1.0,1.0,229.0
0,6,820000.0,8.2,3,2.0,2.0,229.0
0,6,1655000.0,7.5,4,2.0,2.0,229.0
0,2,1225000.0,5.7,3,2.0,2.0,239.0
0,2,710000.0,13.1,3,1.0,2.0,239.0
0,2,645000.0,13.1,3,1.0,4.0,239.0
0,2,910000.0,13.1,3,1.0,3.0,239.0
0,2,830000.0,13.1,3,1.0,1.0,239.0
1,2,542000.0,13.1,3,1.0,1.0,239.0
0,0,725000.0,24.8,3,2.0,3.0,202.0
0,0,940000.0,24.8,4,2.0,5.0,202.0
2,2,790000.0,2.1,2,1.0,0.0,239.0
0,2,1305000.0,2.1,3,2.0,0.0,239.0
2,2,472500.0,2.1,1,1.0,0.0,239.0
0,2,1370000.0,3.6,2,1.0,0.0,239.0
0,2,2290000.0,3.6,4,2.0,1.0,239.0
0,2,1450000.0,3.6,2,1.0,0.0,239.0
2,2,782000.0,3.6,2,1.0,0.0,239.0
0,2,1175000.0,3.4,2,1.0,1.0,239.0
0,6,940000.0,5.1,3,1.0,1.0,229.0
0,6,1420000.0,5.1,4,1.0,4.0,229.0
0,6,890000.0,5.1,3,1.0,2.0,229.0
0,6,975000.0,5.1,3,2.0,0.0,229.0
0,0,1015000.0,15.4,4,2.0,2.0,202.0
0,4,700000.0,25.4,3,2.0,2.0,185.0
2,4,610000.0,25.4,3,2.0,0.0,185.0
0,1,595000.0,25.4,4,2.0,2.0,119.0
0,4,737500.0,25.4,4,2.0,2.0,185.0
0,4,686000.0,25.4,3,2.0,2.0,185.0
0,4,682000.0,25.4,3,1.0,4.0,185.0
0,3,1100000.0,25.4,3,2.0,2.0,119.0
0,6,590000.0,12.9,3,1.0,1.0,229.0
0,6,650000.0,12.9,3,1.0,4.0,229.0
0,6,651000.0,12.9,3,1.0,2.0,229.0
0,5,2290000.0,7.3,5,2.0,2.0,191.0
2,5,1105000.0,7.3,3,2.0,0.0,191.0
0,5,1845000.0,7.3,3,2.0,4.0,191.0
2,5,1150000.0,7.3,2,2.0,0.0,191.0
0,5,2290000.0,7.3,3,1.0,2.0,191.0
0,5,2290000.0,7.3,4,2.0,2.0,191.0
0,5,2290000.0,7.3,5,3.0,4.0,191.0
0,5,2001000.0,7.3,4,2.0,2.0,191.0
0,0,1670000.0,16.7,5,3.0,2.0,202.0
0,0,2290000.0,16.7,3,1.0,1.0,202.0
0,0,1150000.0,16.7,4,2.0,4.0,202.0
1,0,1250000.0,16.7,4,2.0,2.0,202.0
