Rooms,Type,Price,Distance,Bedroom,Bathroom,Car,Landsize,Lattitude,Longtitude,Regionname,Total_Schools_per_Region
4,h,1370000,13.8,4,3,3,605,-37.91487,145.06623,Southern Metropolitan,191
3,h,1311000,13.8,3,2,3,632,-37.92599,145.07537,Southern Metropolitan,191
4,h,1150000,13.8,4,1,3,512,-37.92122,145.07758,Southern Metropolitan,191
3,h,1900000,17.3,3,2,2,512,-37.96374,145.01235,Southern Metropolitan,191
2,h,1090000,17.3,2,1,2,512,-37.97819,145.02118,Southern Metropolitan,191
2,u,630100,13.4,2,1,1,512,-37.83121,145.1468,Eastern Metropolitan,202
3,h,1350000,13.4,3,1,1,697,-37.81511,145.15828,Eastern Metropolitan,202
4,h,1660000,13.4,4,2,2,697,-37.81245,145.16417,Eastern Metropolitan,202
3,h,905000,13.4,3,2,2,887,-37.8429,145.14895,Eastern Metropolitan,202
3,h,1152000,13.4,3,1,3,584,-37.83373,145.14493,Eastern Metropolitan,202
3,h,920000,27,3,1,2,645,-38.06688,145.12398,South-Eastern Metropolitan,185
4,h,728000,25,4,1,1,744,-37.85652,145.2758,Eastern Metropolitan,202
5,h,1900000,10.9,5,3,2,613,-37.82703,145.12938,Eastern Metropolitan,202
4,h,1325000,10.9,4,3,1,512,-37.82082,145.11805,Eastern Metropolitan,202
3,h,1200000,8.6,3,1,2,512,-37.7803,144.84776,Western Metropolitan,229
3,h,735000,16.1,3,2,1,512,-37.70863,145.12783,Eastern Metropolitan,202
4,h,1030000,16.1,4,3,3,1061,-37.70591,145.13005,Eastern Metropolitan,202
4,h,3200000,10.5,4,3,2,635,-37.91559,144.99885,Southern Metropolitan,191
3,h,1450000,10.5,3,1,2,512,-37.90829,145.00149,Southern Metropolitan,191
2,u,550000,10.5,2,2,2,512,-37.90415,144.9997,Southern Metropolitan,191
4,h,2830000,10.5,4,2,2,700,-37.90034,144.99609,Southern Metropolitan,191
4,h,2260000,10.5,4,2,2,881,-37.90217,144.99337,Southern Metropolitan,191
3,h,2060000,10.3,3,1,3,685,-37.92364,145.01118,Southern Metropolitan,191
3,h,1650000,10.3,3,2,2,623,-37.92698,145.02673,Southern Metropolitan,191
5,h,1650000,10.3,5,2,5,773,-37.93203,145.02844,Southern Metropolitan,191
3,h,1380000,10.3,3,3,4,512,-37.90873,145.02501,Southern Metropolitan,191
2,u,561000,10.3,2,1,1,512,-37.91688,145.02339,Southern Metropolitan,191
1,u,424000,5.2,1,1,2,334,-37.76078,144.96168,Northern Metropolitan,239
4,h,1750000,5.2,4,1,0,512,-37.77411,144.96941,Northern Metropolitan,239
3,h,1320000,5.2,3,1,2,512,-37.77161,144.96759,Northern Metropolitan,239
1,u,350000,5.2,1,1,1,512,-37.77034,144.95334,Northern Metropolitan,239
3,h,1250000,5.2,3,1,2,512,-37.75707,144.95255,Northern Metropolitan,239
3,t,959000,4,3,2,1,138,-37.76292,144.97975,Northern Metropolitan,239
2,h,975000,4,2,1,1,159,-37.77726,144.97247,Northern Metropolitan,239
3,t,935000,4,3,2,1,512,-37.77095,144.97419,Northern Metropolitan,239
2,u,580000,4,2,1,1,512,-37.76134,144.97796,Northern Metropolitan,239
3,t,790000,4,3,2,2,512,-37.76526,144.97339,Northern Metropolitan,239
3,h,1160000,5.2,3,1,2,575,-37.75461,144.94669,Northern Metropolitan,239
1,u,325000,5.2,1,1,1,512,-37.75609,144.93626,Northern Metropolitan,239
2,h,887500,5.2,2,1,2,434,-37.75336,144.93872,Northern Metropolitan,239
3,h,2350000,5.2,3,2,2,445,-37.76645,144.94133,Northern Metropolitan,239
5,h,940000,12.1,5,3,2,593,-37.68878,145.05795,Northern Metropolitan,239
4,h,850000,12.1,4,2,3,543,-37.69852,145.06523,Northern Metropolitan,239
4,h,760000,12.1,4,1,2,512,-37.6965,145.06566,Northern Metropolitan,239
4,h,815000,12.1,4,2,1,525,-37.70765,145.05556,Northern Metropolitan,239
3,t,505000,12.1,3,1,2,512,-37.70093,145.07172,Northern Metropolitan,239
3,h,580000,14.8,3,2,2,461,-37.74518,144.74708,Western Metropolitan,229
3,h,603000,14.8,3,2,2,512,-37.73091,144.75459,Western Metropolitan,229
3,h,1220000,10.4,3,2,2,261,-37.84691,145.10029,Southern Metropolitan,191
3,h,1238000,10.4,3,2,1,735,-37.85296,145.1055,Southern Metropolitan,191
4,h,1535000,10.4,4,3,2,1004,-37.84533,145.12764,Southern Metropolitan,191
4,h,1480000,10.4,4,2,2,512,-37.85758,145.10792,Southern Metropolitan,191
3,h,1340000,10.4,3,1,1,556,-37.84375,145.10591,Southern Metropolitan,191
2,h,1322500,10.4,2,1,1,731,-37.85621,145.10641,Southern Metropolitan,191
3,h,1855000,7.7,3,2,2,512,-37.83636,145.06628,Southern Metropolitan,191
2,u,670000,7.7,2,1,1,512,-37.84601,145.08785,Southern Metropolitan,191
4,h,2385000,7.7,4,2,2,671,-37.8296,145.06442,Southern Metropolitan,191
3,h,1935000,8.4,3,2,2,449,-37.82359,145.0693,Southern Metropolitan,191
2,u,757500,8.4,2,1,1,512,-37.82104,145.08577,Southern Metropolitan,191
3,h,1760000,1.6,3,1,2,9405,-37.79945,144.96653,Northern Metropolitan,239
3,u,1325000,1.6,3,1,2,512,-37.79459,144.97159,Northern Metropolitan,239
1,u,355000,10.1,1,1,1,512,-37.88506,145.06411,Southern Metropolitan,191
3,h,1400000,10.1,3,2,3,818,-37.89877,145.05132,Southern Metropolitan,191
1,u,456000,10.1,1,1,1,512,-37.88422,145.05299,Southern Metropolitan,191
4,h,546000,34.9,3,1,1,646,-38.10346,145.18159,South-Eastern Metropolitan,185
3,h,532000,34.9,3,1,2,474,-38.10429,145.17178,South-Eastern Metropolitan,185
3,h,615000,34.9,3,2,2,804,-38.09187,145.19463,South-Eastern Metropolitan,185
1,u,340000,8.7,1,1,1,512,-37.88919,145.01828,Southern Metropolitan,191
2,u,790000,8.7,2,1,1,919,-37.8981,145.03551,Southern Metropolitan,191
3,u,851500,11.7,3,1,2,512,-37.87914,145.09643,Southern Metropolitan,191
4,h,920000,11.7,4,2,1,512,-37.88003,145.0971,Southern Metropolitan,191
3,h,990000,11.7,3,2,2,6000,-37.88932,145.10299,Southern Metropolitan,191
3,t,865000,11.7,3,2,1,512,-37.88601,145.09286,Southern Metropolitan,191
3,h,725000,27,3,1,1,534,-38.04922,145.13904,South-Eastern Metropolitan,185
5,h,1300000,17.9,5,2,2,1006,-37.97404,145.07541,Southern Metropolitan,191
3,h,975000,17.9,3,2,2,595,-37.97334,145.08192,Southern Metropolitan,191
2,u,460000,17.5,2,1,0,512,-37.93663,145.13521,South-Eastern Metropolitan,185
3,h,950000,17.5,3,2,2,535,-37.94122,145.10924,South-Eastern Metropolitan,185
4,h,2440000,3.6,4,2,1,512,-37.79113,144.98892,Northern Metropolitan,239
4,h,990000,6.7,4,2,2,512,-37.74001,144.95176,Northern Metropolitan,239
2,t,770000,6.7,2,1,1,600,-37.75356,144.9497,Northern Metropolitan,239
3,t,704000,6.7,3,2,2,512,-37.73865,144.97283,Northern Metropolitan,239
3,h,601000,6.7,3,1,2,512,-37.72848,144.95907,Northern Metropolitan,239
2,t,650000,6.7,2,1,2,512,-37.72201,144.96102,Northern Metropolitan,239
3,h,460000,17.4,3,1,3,536,-37.65704,144.92987,Northern Metropolitan,239
3,h,412500,20.6,3,2,1,197,-37.57687,144.911,Northern Metropolitan,239
3,h,465000,20.6,3,1,1,338,-37.57589,144.9305,Northern Metropolitan,239
5,h,720008,34.7,5,3,2,528,-38.08902,145.29006,South-Eastern Metropolitan,185
5,h,1188000,23,5,2,2,864,-37.79546,145.27002,Eastern Metropolitan,202
3,u,630000,23,3,2,2,512,-37.78802,145.30495,Eastern Metropolitan,202
5,h,905000,23,5,2,2,1005,-37.78466,145.27326,Eastern Metropolitan,202
5,h,825000,24.7,5,2,8,512,-37.97888,145.2164,South-Eastern Metropolitan,185
5,h,600000,24.7,5,2,1,608,-37.96171,145.20122,South-Eastern Metropolitan,185
3,u,397000,27.7,3,2,1,512,-37.61732,144.7114,Western Metropolitan,229
4,h,1370000,14.3,4,2,2,512,-37.7846,145.16933,Eastern Metropolitan,202
3,t,850000,14.3,3,2,2,512,-37.79496,145.16394,Eastern Metropolitan,202
1,u,303500,1.3,1,1,0,512,-37.81478,144.98957,Northern Metropolitan,239
3,h,1100000,27,3,2,4,737,-38.04214,145.11372,South-Eastern Metropolitan,185
2,u,780000,7.2,2,1,1,512,-37.89022,145.00911,Southern Metropolitan,191
4,h,1060000,18,4,2,2,842,-37.70562,145.16611,Eastern Metropolitan,202
4,h,905000,18,4,2,0,2000,-37.70232,145.1419,Eastern Metropolitan,202
3,h,580000,28.5,3,2,1,512,-37.97535,145.25121,South-Eastern Metropolitan,185
3,h,620000,19.6,3,2,2,512,-37.62613,145.01802,Northern Metropolitan,239
2,u,402500,19.6,2,1,1,512,-37.64263,145.02454,Northern Metropolitan,239
3,h,595000,19.6,3,1,2,536,-37.64972,145.04086,Northern Metropolitan,239
3,h,569000,19.6,3,2,2,512,-37.63864,145.02928,Northern Metropolitan,239
4,h,810000,19.6,4,2,4,854,-37.63904,145.0589,Northern Metropolitan,239
5,h,2335000,7.5,5,2,6,1012,-37.74967,144.8977,Western Metropolitan,229
3,h,1240000,7.5,3,1,2,476,-37.75759,144.92788,Western Metropolitan,229
3,h,1580000,7.5,3,2,1,665,-37.75238,144.92249,Western Metropolitan,229
3,t,820000,8.2,3,2,1,512,-37.73566,144.89368,Western Metropolitan,229
3,t,635000,13.1,3,2,2,512,-37.71021,144.96392,Northern Metropolitan,239
4,h,836000,13.1,4,2,2,512,-37.70375,144.97427,Northern Metropolitan,239
2,h,594000,24.8,2,1,1,550,-37.87837,145.28104,Eastern Metropolitan,202
3,h,1311000,2.1,3,1,1,512,-37.79563,144.98218,Northern Metropolitan,239
1,u,390000,3.6,1,1,0,512,-37.78647,144.98064,Northern Metropolitan,239
2,h,1385000,3.6,2,1,0,176,-37.78852,144.97872,Northern Metropolitan,239
2,h,1400000,3.6,2,1,1,164,-37.77796,144.98374,Northern Metropolitan,239
4,h,1870000,3.6,4,3,1,248,-37.7833,144.98521,Northern Metropolitan,239
4,h,1620000,3.6,4,1,1,241,-37.78346,144.98685,Northern Metropolitan,239
4,h,1110000,3.4,4,3,2,512,-37.78509,144.92743,Northern Metropolitan,239
3,t,935000,3.4,3,2,2,512,-37.7846,144.91985,Northern Metropolitan,239
3,h,755000,5.1,3,1,2,334,-37.7977,144.90398,Western Metropolitan,229
3,h,750000,5.1,3,1,2,232,-37.797,144.88173,Western Metropolitan,229
4,h,1078000,15.4,4,1,1,611,-37.83945,145.16684,Eastern Metropolitan,202
3,h,1197000,15.4,3,2,2,651,-37.83455,145.16174,Eastern Metropolitan,202
4,h,1000000,15.4,4,2,2,624,-37.84389,145.17345,Eastern Metropolitan,202
6,h,1065000,15.4,6,1,1,704,-37.83161,145.17555,Eastern Metropolitan,202
3,h,515000,38,3,1,4,602,-38.14374,145.16976,South-Eastern Metropolitan,185
3,h,493000,36.9,3,1,1,657,-38.12023,145.15188,Eastern Victoria,95
3,h,1155000,38,3,2,2,2405,-38.16457,145.12421,South-Eastern Metropolitan,185
4,h,980000,38,4,2,2,937,-38.15845,145.11141,South-Eastern Metropolitan,185
3,h,902000,38,3,2,1,512,-38.16206,145.11003,South-Eastern Metropolitan,185
3,h,750000,38,3,1,2,698,-38.16624,145.13297,South-Eastern Metropolitan,185
5,h,1825000,38,5,2,3,512,-38.17745,145.11616,South-Eastern Metropolitan,185
3,h,742000,12.9,3,2,2,375,-37.68415,144.8999,Western Metropolitan,229
2,u,442000,10.1,2,1,1,512,-37.88937,145.04038,Southern Metropolitan,191
5,h,5770000,7.3,5,3,2,512,-37.86048,145.0487,Southern Metropolitan,191
4,h,2850000,7.3,4,2,2,512,-37.85645,145.06472,Southern Metropolitan,191
5,h,1700000,7.3,5,3,2,630,-37.85718,145.08658,Southern Metropolitan,191
4,h,2690000,7.3,4,2,2,647,-37.86133,145.04167,Southern Metropolitan,191
3,h,1688000,7.3,3,1,2,717,-37.85918,145.083,Southern Metropolitan,191
2,u,625000,16.7,2,1,1,512,-37.87981,145.15789,Eastern Metropolitan,202
2,u,850000,16.7,2,1,1,512,-37.87461,145.14983,Eastern Metropolitan,202
2,u,500000,11.2,2,1,1,512,-37.70677,144.90971,Northern Metropolitan,239
2,t,582000,11.2,2,1,1,512,-37.70354,144.91295,Northern Metropolitan,239
2,h,725000,11.2,2,1,2,590,-37.69927,144.9256,Northern Metropolitan,239
4,t,655000,12.9,4,3,2,170,-37.70128,144.90187,Western Metropolitan,229
6,h,1050000,16.1,6,3,2,512,-37.68402,145.11015,Northern Metropolitan,239
4,h,950000,16.1,4,2,3,795,-37.69594,145.11734,Northern Metropolitan,239
2,u,540000,16.1,2,1,1,208,-37.70791,145.09575,Northern Metropolitan,239
3,h,600000,16.1,3,2,1,152,-37.68587,145.11509,Northern Metropolitan,239
3,h,842000,16.1,3,2,2,873,-37.69324,145.1023,Northern Metropolitan,239
2,u,670000,16.1,2,1,1,704,-37.70674,145.09841,Northern Metropolitan,239
4,h,715000,20.4,4,2,2,512,-37.6263,144.87618,Northern Metropolitan,239
3,h,465000,20.4,3,2,1,512,-37.62453,144.87532,Northern Metropolitan,239
2,u,842000,13.8,2,1,1,512,-37.93952,145.00006,Southern Metropolitan,191
4,h,2086000,13.8,4,2,2,581,-37.94003,145.00778,Southern Metropolitan,191
3,h,1280000,13.8,3,1,3,658,-37.94259,145.03004,Southern Metropolitan,191
3,h,1335000,13.8,3,1,1,625,-37.94027,145.03593,Southern Metropolitan,191
3,h,680000,33.3,3,2,2,512,-38.04215,145.26495,South-Eastern Metropolitan,185
4,h,625000,33.3,4,1,2,640,-38.02981,145.24826,South-Eastern Metropolitan,185
2,u,581000,5.3,2,1,1,512,-37.82127,145.02238,Southern Metropolitan,191
6,h,2825000,5.3,6,5,2,512,-37.8171,145.02319,Southern Metropolitan,191
2,h,1350000,5.3,2,1,0,208,-37.81732,145.02509,Southern Metropolitan,191
2,u,838000,5.3,2,1,1,512,-37.83054,145.03408,Southern Metropolitan,191
3,u,1335000,5.3,3,2,3,512,-37.82712,145.02427,Southern Metropolitan,191
3,h,795000,21.3,3,1,2,512,-37.83092,145.25237,Eastern Metropolitan,202
3,h,925000,21.3,3,2,2,512,-37.83125,145.24092,Eastern Metropolitan,202
3,t,610000,8.9,3,2,2,512,-37.75304,145.07005,Eastern Metropolitan,202
2,h,849000,8.8,2,1,2,512,-37.75037,145.04866,Eastern Metropolitan,202
3,h,520000,8.8,3,1,1,466,-37.73629,145.04017,Eastern Metropolitan,202
3,h,1460000,16,3,2,2,512,-37.95322,145.02204,Southern Metropolitan,191
2,u,680500,16,2,1,1,158,-37.95147,145.04904,Southern Metropolitan,191
4,h,730000,18,4,2,2,512,-37.6896,144.74155,Western Metropolitan,229
4,h,550000,18,4,2,1,512,-37.70444,144.75251,Western Metropolitan,229
4,h,602000,18.4,4,2,2,603,-37.84958,144.67154,Western Metropolitan,229
3,h,565000,18.4,3,2,2,530,-37.87199,144.7062,Western Metropolitan,229
3,h,505000,18.4,3,2,2,512,-37.8562,144.66936,Western Metropolitan,229
3,h,550000,18.4,3,2,4,512,-37.8613,144.70937,Western Metropolitan,229
3,u,406500,18.4,3,2,1,512,-37.85995,144.69849,Western Metropolitan,229
4,h,567000,18.4,4,2,3,632,-37.86495,144.69719,Western Metropolitan,229
3,h,565000,18.4,3,2,2,512,-37.85901,144.66899,Western Metropolitan,229
2,u,315000,18.4,2,1,1,150,-37.87715,144.69863,Western Metropolitan,229
3,h,470000,18.4,3,1,2,512,-37.86548,144.69564,Western Metropolitan,229
3,h,512000,18.4,3,1,1,512,-37.86412,144.68347,Western Metropolitan,229
4,h,1190000,12.3,4,2,2,600,-37.9089,145.11236,Southern Metropolitan,191
4,h,1200000,7.8,4,2,2,585,-37.75722,145.044,Eastern Metropolitan,202
3,h,1630000,7.8,3,2,2,512,-37.77347,145.064,Eastern Metropolitan,202
5,h,3350000,7.8,5,3,2,512,-37.77496,145.05469,Eastern Metropolitan,202
4,h,1125000,14.5,4,2,4,556,-37.72026,144.83143,Western Metropolitan,229
3,u,760000,14.5,3,2,2,512,-37.71811,144.83548,Western Metropolitan,229
5,h,739000,14.5,5,2,2,295,-37.71945,144.82418,Western Metropolitan,229
3,h,683000,15.5,3,2,2,664,-37.72474,144.79545,Western Metropolitan,229
4,h,705000,15.5,4,2,2,512,-37.71418,144.80192,Western Metropolitan,229
4,h,700000,15.5,4,2,2,726,-37.72649,144.80992,Western Metropolitan,229
1,h,860000,11.7,1,1,2,472,-37.74061,144.87462,Western Metropolitan,229
4,h,886000,11.7,4,2,4,5750,-37.748,144.85098,Western Metropolitan,229
3,h,960000,11.7,3,2,2,404,-37.73977,144.87734,Western Metropolitan,229
4,h,1160000,11.7,4,3,4,670,-37.73492,144.87231,Western Metropolitan,229
3,h,821000,10.4,3,1,2,581,-37.72282,144.85681,Western Metropolitan,229
4,h,1115000,5.4,4,2,0,512,-37.79185,145.03271,Southern Metropolitan,191
4,h,1800000,5.4,4,2,2,191,-37.80001,145.03125,Southern Metropolitan,191
4,h,3300000,5.4,4,3,2,741,-37.81031,145.01955,Southern Metropolitan,191
3,u,650000,5.4,3,1,1,512,-37.80024,145.04225,Southern Metropolitan,191
3,h,1750000,5.4,3,2,2,431,-37.80121,145.04581,Southern Metropolitan,191
5,h,3450000,5.4,5,2,2,668,-37.80795,145.01474,Southern Metropolitan,191
4,h,2045000,5.4,4,3,2,523,-37.80828,145.06027,Southern Metropolitan,191
3,h,2200000,5.4,3,2,4,650,-37.80359,145.06002,Southern Metropolitan,191
4,h,1837500,7.3,4,3,2,512,-37.79135,145.05166,Southern Metropolitan,191
3,t,1500000,7.3,3,2,2,512,-37.79225,145.06194,Southern Metropolitan,191
3,h,1960000,7.3,3,2,3,512,-37.79347,145.05101,Southern Metropolitan,191
3,h,930000,25.2,3,2,2,443,-38.00009,145.16959,South-Eastern Metropolitan,185
3,h,803000,26,3,1,2,862,-37.79902,145.32092,Eastern Metropolitan,202
3,h,560000,14,3,1,1,565,-37.73574,144.77898,Western Metropolitan,229
4,h,704000,23.3,4,2,4,512,-37.87716,145.2565,Eastern Metropolitan,202
4,h,3080000,5.9,4,2,3,620,-37.84391,145.03376,Southern Metropolitan,191
3,h,671000,16.3,3,1,2,418,-37.66349,145.03391,Northern Metropolitan,239
3,h,690000,16.3,3,1,2,535,-37.67324,145.03513,Northern Metropolitan,239
3,h,520000,16.3,3,1,1,540,-37.67139,145.00269,Northern Metropolitan,239
3,h,625000,16.3,3,1,2,542,-37.66374,144.99871,Northern Metropolitan,239
4,h,955000,16.3,4,2,2,512,-37.66046,144.99879,Northern Metropolitan,239
4,h,965000,41,4,2,6,869,-38.14508,145.18787,Eastern Victoria,95
3,h,735000,6.4,3,1,1,167,-37.78817,144.87873,Western Metropolitan,229
4,h,860000,5.9,4,2,3,633,-37.85612,145.03273,Southern Metropolitan,191
3,h,3610000,5.9,3,2,2,512,-37.85818,145.03655,Southern Metropolitan,191
1,u,410000,5.9,1,1,1,512,-37.86005,145.03665,Southern Metropolitan,191
2,h,2585000,8.4,2,1,2,512,-37.86936,145.04563,Southern Metropolitan,191
2,u,651000,8.4,2,1,1,129,-37.87798,145.06731,Southern Metropolitan,191
2,h,1365000,8.4,2,1,2,512,-37.87394,145.05343,Southern Metropolitan,191
3,h,1100000,8.4,3,1,3,512,-37.87862,145.07789,Southern Metropolitan,191
3,t,1625000,4.3,3,2,2,512,-37.77325,144.89491,Western Metropolitan,229
2,u,410000,4.3,3,1,2,512,-37.77058,144.88053,Western Metropolitan,229
3,h,3400000,4.3,3,1,5,2027,-37.7657,144.89109,Western Metropolitan,229
4,h,1830000,11.4,4,2,1,567,-37.90998,145.03082,Southern Metropolitan,191
6,h,2025000,11.4,6,3,4,512,-37.90957,145.05295,Southern Metropolitan,191
4,t,1655000,11.4,4,2,2,361,-37.91406,145.04865,Southern Metropolitan,191
3,h,535000,17.4,3,1,4,572,-37.65905,144.92347,Northern Metropolitan,239
3,h,359000,31.7,3,1,2,512,-37.6868,144.57184,Western Victoria,21
5,h,710000,31.7,5,2,2,1670,-37.67813,144.59292,Western Victoria,21
3,h,340000,29.8,3,1,1,512,-37.71371,144.57272,Western Victoria,21
3,h,395000,29.8,3,1,1,649,-37.69891,144.57645,Western Victoria,21
3,h,980000,20,3,2,2,512,-37.98051,145.09044,South-Eastern Metropolitan,185
2,t,860000,20,2,2,2,512,-37.98956,145.06176,South-Eastern Metropolitan,185
3,h,1002500,20,3,1,2,560,-37.97738,145.07168,South-Eastern Metropolitan,185
3,h,970000,25.9,3,1,2,512,-37.61403,145.08638,Northern Metropolitan,239
3,h,2090000,3,3,1,0,199,-37.84804,144.96066,Southern Metropolitan,191
2,u,651000,17.2,2,1,1,512,-37.82003,145.19843,Eastern Metropolitan,202
3,h,855000,17.2,3,2,2,512,-37.8229,145.209,Eastern Metropolitan,202
4,h,1185000,17.2,4,3,2,649,-37.81175,145.20501,Eastern Metropolitan,202
2,h,735000,17.2,2,2,1,512,-37.81976,145.21194,Eastern Metropolitan,202
3,u,907800,17.2,3,2,2,309,-37.82653,145.20261,Eastern Metropolitan,202
3,h,1010000,17.2,3,2,2,672,-37.8236,145.20898,Eastern Metropolitan,202
4,h,720000,34.1,4,2,2,1611,-37.87931,145.41288,Eastern Victoria,95
3,h,835000,16.2,3,2,2,512,-37.7279,145.13308,Eastern Metropolitan,202
4,h,1716000,6.2,4,2,2,512,-37.76946,144.90662,Western Metropolitan,229
2,u,435000,6.2,2,1,1,1475,-37.75799,144.92354,Western Metropolitan,229
4,h,1525000,6.2,4,3,2,233,-37.76884,144.91708,Western Metropolitan,229
4,h,1305000,6.2,4,1,1,449,-37.77081,144.92074,Western Metropolitan,229
2,h,1115000,6.2,2,1,2,512,-37.76844,144.91797,Western Metropolitan,229
3,h,1072000,14.3,3,1,3,585,-37.93557,145.04919,Southern Metropolitan,191
3,h,1290000,14.3,3,1,1,580,-37.94492,145.04938,Southern Metropolitan,191
4,h,794500,26.5,4,2,6,512,-37.77234,145.30381,Eastern Victoria,95
3,h,760000,26.5,3,1,2,864,-37.76983,145.31687,Eastern Victoria,95
4,h,1500000,21.5,4,3,2,557,-38.00341,145.08773,South-Eastern Metropolitan,185
4,h,1617000,21.5,4,3,3,512,-38.00201,145.09302,South-Eastern Metropolitan,185
3,t,755000,21.5,3,2,2,512,-37.99972,145.0901,South-Eastern Metropolitan,185
3,h,1028800,14.2,3,2,1,470,-37.88751,145.13545,Eastern Metropolitan,202
3,h,1761000,14.2,3,1,2,512,-37.87954,145.12282,Eastern Metropolitan,202
4,h,1470000,14.2,4,2,2,512,-37.86562,145.11303,Eastern Metropolitan,202
3,h,1430000,14.2,3,1,2,512,-37.87845,145.1111,Eastern Metropolitan,202
6,h,1840000,14.2,6,2,2,554,-37.87591,145.13958,Eastern Metropolitan,202
4,h,1500000,14.2,4,2,2,512,-37.864,145.13559,Eastern Metropolitan,202
3,h,1700000,14.2,3,1,2,512,-37.8763,145.12316,Eastern Metropolitan,202
3,t,1035000,14.2,3,2,2,236,-37.88678,145.12748,Eastern Metropolitan,202
3,h,940000,18.8,3,2,3,709,-37.92811,145.14971,South-Eastern Metropolitan,185
3,h,1150000,10.1,3,1,2,512,-37.90465,145.07405,Southern Metropolitan,191
3,h,1521000,10.4,3,2,1,512,-37.7422,144.88982,Western Metropolitan,229
3,h,845000,10.4,3,1,1,345,-37.73901,144.89154,Western Metropolitan,229
3,h,1305000,10.4,3,1,3,650,-37.74009,144.88736,Western Metropolitan,229
3,t,565000,22.7,3,2,1,512,-37.96838,145.18745,South-Eastern Metropolitan,185
2,t,770000,1.8,2,2,0,512,-37.80047,144.95034,Northern Metropolitan,239
2,h,1080000,1.8,2,1,2,100,-37.79524,144.94642,Northern Metropolitan,239
3,t,1425000,1.8,3,2,1,512,-37.80372,144.95201,Northern Metropolitan,239
2,h,1118000,5.3,2,2,1,173,-37.76623,144.99318,Northern Metropolitan,239
2,t,570500,16.7,2,1,1,512,-37.90597,145.14505,Southern Metropolitan,191
3,h,805000,15.4,3,1,1,512,-37.82658,145.17577,Eastern Metropolitan,202
2,u,710000,15.4,2,1,1,903,-37.8064,145.18452,Eastern Metropolitan,202
2,h,1006000,11.2,2,1,1,716,-37.71589,144.92176,Northern Metropolitan,239
2,h,875000,12.3,2,1,0,419,-37.89721,145.09792,Southern Metropolitan,191
3,h,1360000,12.3,3,2,2,512,-37.90154,145.10349,Southern Metropolitan,191
2,h,985000,15.5,2,2,0,600,-37.91344,145.09347,South-Eastern Metropolitan,185
3,h,1510000,11.4,3,2,3,540,-37.90216,145.05069,Southern Metropolitan,191
4,h,1870000,11.4,4,2,2,663,-37.90617,145.02875,Southern Metropolitan,191
4,h,1700000,11.4,4,2,1,555,-37.90367,145.05253,Southern Metropolitan,191
2,u,690000,21.5,2,1,1,512,-37.99228,145.07438,South-Eastern Metropolitan,185
3,h,1060000,21.5,3,1,2,602,-37.98656,145.08237,South-Eastern Metropolitan,185
4,h,2475000,21.5,4,3,3,665,-37.99508,145.07544,South-Eastern Metropolitan,185
4,h,1260000,8.5,4,2,4,578,-37.73058,144.9353,Northern Metropolitan,239
2,t,636500,8.5,2,1,2,512,-37.71874,144.95016,Northern Metropolitan,239
2,t,580000,8.5,2,1,1,512,-37.73034,144.92952,Northern Metropolitan,239
4,t,745000,8.5,4,2,1,512,-37.71884,144.93892,Northern Metropolitan,239
3,h,670000,31.2,3,1,3,512,-38.07868,145.14743,South-Eastern Metropolitan,185
3,h,651000,14.7,3,2,2,512,-37.91055,144.72382,Western Metropolitan,229
4,h,527000,14.7,4,2,2,400,-37.90858,144.77771,Western Metropolitan,229
4,t,2455000,3.5,4,3,2,123,-37.83349,144.9484,Southern Metropolitan,191
2,h,1515000,3.5,2,2,2,197,-37.83754,144.93954,Southern Metropolitan,191
2,u,650000,4.6,3,1,2,512,-37.85103,144.99446,Southern Metropolitan,191
4,h,2668000,4.6,4,2,2,383,-37.84879,144.98882,Southern Metropolitan,191
2,h,1365000,4.6,2,1,2,206,-37.85569,145.00522,Southern Metropolitan,191
3,h,1100000,8.4,3,2,3,512,-37.75323,145.01114,Northern Metropolitan,239
3,h,910000,8.4,3,1,2,276,-37.75277,145.00734,Northern Metropolitan,239
2,h,950000,8.4,2,1,1,512,-37.7471,144.98885,Northern Metropolitan,239
3,u,810000,8.4,3,1,2,512,-37.73433,144.99504,Northern Metropolitan,239
2,t,761000,8.4,2,1,1,512,-37.74981,145.01341,Northern Metropolitan,239
3,h,829000,12,3,1,2,512,-37.72889,145.02541,Northern Metropolitan,239
2,u,415000,12,2,1,1,512,-37.69708,145.00806,Northern Metropolitan,239
3,t,640000,12,3,1,1,224,-37.71289,145.01967,Northern Metropolitan,239
4,h,1112000,12,4,2,10,1002,-37.70671,145.03086,Northern Metropolitan,239
1,u,372000,12,1,1,1,512,-37.70537,145.01355,Northern Metropolitan,239
3,t,707000,12,3,2,2,512,-37.70207,145.01468,Northern Metropolitan,239
4,h,852000,12,4,3,2,527,-37.69968,145.03426,Northern Metropolitan,239
3,h,800000,12,3,1,2,585,-37.73173,145.02884,Northern Metropolitan,239
2,u,625500,12,2,1,2,343,-37.71626,144.99866,Northern Metropolitan,239
3,h,600000,12,3,2,2,512,-37.72397,145.00146,Northern Metropolitan,239
4,h,1800000,2.4,4,1,4,418,-37.82368,145.00271,Northern Metropolitan,239
4,h,2700000,2.4,4,2,1,512,-37.82768,145.00008,Northern Metropolitan,239
3,h,700000,19.9,3,2,2,605,-37.8101,145.21697,Eastern Metropolitan,202
